feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
Lsamp	type	wound	3.934080545589	0.436349074241868	4.12001350998498e-16	5.50021803582994e-13	CPLM	1.01	171	21	88
Magi2	type	wound	3.54793554636499	0.4031461258249	1.54360493805109e-15	1.0303562961491e-12	CPLM	1.01	171	24	86
Fgfr2	type	wound	3.29204052490639	0.416869394121882	3.45875727157888e-13	1.5391469858526e-10	CPLM	1.01	171	32	81
Gm42418	type	wound	-0.80330001302538	0.116556396982165	1.04364210827676e-10	3.47824335648135e-08	CPLM	1.844	171	171	0
Macrod2	type	wound	3.33604203541851	0.486908615513158	1.30271286759601e-10	3.47824335648135e-08	CPLM	1.01	171	21	88
App	type	wound	2.07371675939848	0.352203011354583	2.05554658448306e-08	4.5735911504748e-06	CPLM	1.01	171	102	40
Fbxw4	type	wound	2.70774583317186	0.467427257871979	3.30279425144185e-08	6.29890046524982e-06	CPLM	1.01	171	35	80
Ccser1	type	wound	3.08179984664311	0.543655530973417	6.09674060173223e-08	1.01739358791407e-05	CPLM	1.01	171	19	89
Fhit	type	wound	2.56399136173691	0.45661300482882	7.91568342398113e-08	1.17415970789053e-05	CPLM	1.01	171	41	76
March1	type	wound	2.04960531725021	0.378605685645138	2.0911064669471e-07	2.79162713337437e-05	CPLM	1.01	171	78	54
Frmd4a	type	wound	2.73369680295458	0.533106256793655	7.95719897343835e-07	9.65714602685472e-05	CPLM	1.01	171	26	85
Smyd3	type	wound	2.27725392592618	0.447354470776012	9.4436515005231e-07	0.000105060622943319	CPLM	1.01	171	55	68
Vmp1	type	wound	2.51350614222745	0.510166176647491	1.97930253194322e-06	0.000203259144626476	CPLM	1.01	171	33	81
Cep112	type	wound	2.91861007734954	0.600383074327579	2.65040472609292e-06	0.000252735022095289	CPLM	1.01	171	20	88
Fbxl7	type	wound	2.7380137968213	0.565871915679762	2.9300108737791e-06	0.00026077096776634	CPLM	1.01	171	23	87
Malat1	type	wound	-4.38996640908139	0.929691858627634	4.88313834508972e-06	0.000407436855668423	CPLM	1.175	171	161	6
Rora	type	wound	2.31471307339131	0.496309052611349	6.27804853722312e-06	0.000493011458658404	CPLM	1.01	171	55	68
Adipor2	type	wound	2.79528943451143	0.604051912026599	7.33671596754346e-06	0.000544139767592807	CPLM	1.01	171	18	89
Sfi1	type	wound	2.85236887069308	0.636320493110211	1.35564372678707e-05	0.000952518092242497	CPLM	1.01	171	18	89
Dock10	type	wound	2.31147746411376	0.527450149663606	2.05587155926481e-05	0.00137229426580926	CPLM	1.01	171	36	79
Ptprj	type	wound	1.35301476521449	0.310258552417164	2.24539474704337e-05	0.00142742951776328	CPLM	1.01	171	141	18
Mgat5	type	wound	2.68072608879735	0.62880157550615	3.34297908947745e-05	0.00194038134106626	CPLM	1.01	171	20	88
Btrc	type	wound	2.44520883678694	0.57230767638343	3.21944078731797e-05	0.00194038134106626	CPLM	1.01	171	35	80
Dpyd	type	wound	2.44837806785459	0.578336937060519	3.76884210189656e-05	0.00209641841917996	CPLM	1.01	171	26	85
Nrp2	type	wound	2.12935049179425	0.505256867872068	4.06894339727364e-05	0.00217281577414412	CPLM	1.01	171	50	71
2210408I21Rik	type	wound	2.48291905542488	0.59231299321548	4.45187127891894e-05	0.00228586467590646	CPLM	1.01	171	29	83
Fmn1	type	wound	2.22555098590103	0.537524644881167	5.46366247499805e-05	0.00270147755708237	CPLM	1.01	171	29	83
Gpatch8	type	wound	2.13291171129875	0.520794843232736	6.52058578186626e-05	0.00310892214956838	CPLM	1.01	171	44	74
Apaf1	type	wound	2.29358689800585	0.568460848365294	8.2661595783337e-05	0.0038052838058881	CPLM	1.01	171	29	83
Sgcd	type	wound	2.477871025834	0.620920016755741	9.80272764384734e-05	0.00436221380151206	CPLM	1.01	171	28	84
Elk3	type	wound	2.29530947829103	0.587314769286817	0.000134371277282697	0.00560580172413751	CPLM	1.01	171	29	83
Adap2	type	wound	1.83367745233381	0.468790330383103	0.000132665643543157	0.00560580172413751	CPLM	1.01	171	59	65
Plcb1	type	wound	2.61786365296357	0.683437148557969	0.000180042616613147	0.00728354221753188	CPLM	1.112	171	19	89
Ms4a8a	type	wound	2.40860356516816	0.638001524274964	0.000221059965589172	0.00867985453122188	CPLM	1.01	171	24	86
Kdm4c	type	wound	2.29638248624528	0.609788284137892	0.00022884049968374	0.00872863048793692	CPLM	1.01	171	29	83
Srgap1	type	wound	2.33319263752918	0.63089834037632	0.00029327268142069	0.0105075338589675	CPLM	1.01	171	28	84
Lrch1	type	wound	1.9056500908617	0.516043374449065	0.000299090851416302	0.0105075338589675	CPLM	1.01	171	52	70
Ttc7	type	wound	2.40632682080026	0.650201240111212	0.000290414473506155	0.0105075338589675	CPLM	1.01	171	23	87
Nfatc3	type	wound	2.19337004881307	0.599380882438113	0.000337615527647025	0.0115568392156097	CPLM	1.01	171	32	81
Cped1	type	wound	1.98360935260151	0.549728428199455	0.000405618977687001	0.0135375333803036	CPLM	1.01	171	42	75
Rbms3	type	wound	1.86103052943644	0.519019996034992	0.000439806034492633	0.0143205135621382	CPLM	1.01	171	54	68
Palld	type	wound	2.67878823207542	0.755544570003605	0.000507077138109148	0.0155068197580537	CPLM	1.01	171	18	89
Smg6	type	wound	2.0408514198165	0.575978863214129	0.00051108619427293	0.0155068197580537	CPLM	1.01	171	36	79
